date,time,accel_X,accel_Y,accel_Z,test #1 with camera recording
7/13/20,22:01:14,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:15,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:16,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:17,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:18,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:19,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:20,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:21,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:22,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:23,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:24,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:25,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:26,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:27,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,0,,,
7/13/20,22:01:28,1023,,,
7/13/20,22:01:28,1023,,,
7/13/20,22:01:28,1023,,,
7/13/20,22:01:29,1023,,,
7/13/20,22:01:29,198,,,
7/13/20,22:01:29,1023,,,
7/13/20,22:01:29,1023,,,
7/13/20,22:01:29,452,,,
7/13/20,22:01:29,0,,,
7/13/20,22:01:29,0,,,
7/13/20,22:01:29,0,,,
7/13/20,22:01:29,0,,,
7/13/20,22:01:29,0,,,
7/13/20,22:01:29,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:30,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:31,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:32,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:33,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:34,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:35,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:36,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,0,,,
7/13/20,22:01:37,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:38,1023,,,
7/13/20,22:01:39,1023,,,
7/13/20,22:01:39,84,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:39,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:40,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:41,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,8,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:42,0,,,
7/13/20,22:01:43,0,,,
7/13/20,22:01:43,3,,,
7/13/20,22:01:43,8,,,
7/13/20,22:01:43,13,,,
7/13/20,22:01:43,0,,,
7/13/20,22:01:43,0,,,
7/13/20,22:01:43,0,,,
7/13/20,22:01:43,0,,,
7/13/20,22:01:43,0,,,
7/13/20,22:01:43,18,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:44,2,,,
7/13/20,22:01:44,1,,,
7/13/20,22:01:44,3,,,
7/13/20,22:01:44,0,,,
7/13/20,22:01:45,0,,,
7/13/20,22:01:45,0,,,
7/13/20,22:01:45,0,,,
7/13/20,22:01:45,19,,,
7/13/20,22:01:45,16,,,
7/13/20,22:01:45,18,,,
7/13/20,22:01:45,6,,,
7/13/20,22:01:45,0,,,
7/13/20,22:01:45,0,,,
7/13/20,22:01:45,18,,,
7/13/20,22:01:46,0,,,
7/13/20,22:01:46,29,,,
7/13/20,22:01:46,18,,,
7/13/20,22:01:46,24,,,
7/13/20,22:01:46,13,,,
7/13/20,22:01:46,0,,,
7/13/20,22:01:46,14,,,
7/13/20,22:01:46,0,,,
7/13/20,22:01:46,0,,,
7/13/20,22:01:46,0,,,
7/13/20,22:01:47,0,,,
7/13/20,22:01:47,0,,,
7/13/20,22:01:47,0,,,
7/13/20,22:01:47,0,,,
7/13/20,22:01:47,0,,,
7/13/20,22:01:47,62,,,
7/13/20,22:01:47,94,,,
7/13/20,22:01:47,71,,,
7/13/20,22:01:47,779,,,
7/13/20,22:01:47,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:48,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:49,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:50,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:51,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:52,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:53,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:54,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:55,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:56,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:57,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,972,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:58,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,980,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:01:59,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:00,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:01,1023,,,
7/13/20,22:02:02,1023,,,
7/13/20,22:02:02,893,,,
7/13/20,22:02:02,1023,,,
7/13/20,22:02:02,1023,,,
7/13/20,22:02:02,1023,,,
7/13/20,22:02:02,1023,,,
7/13/20,22:02:02,992,,,
