date,time,accel_X,accel_Y,accel_Z
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:26,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:27,1023,,
7-13-2020,21:52:28,1023,,
7-13-2020,21:52:28,1023,,
7-13-2020,21:52:28,1023,,
7-13-2020,21:52:28,1023,,
7-13-2020,21:52:28,1023,,
7-13-2020,21:52:28,1023,,
7-13-2020,21:52:28,643,,
7-13-2020,21:52:28,96,,
7-13-2020,21:52:28,101,,
7-13-2020,21:52:28,43,,
7-13-2020,21:52:29,30,,
7-13-2020,21:52:29,26,,
7-13-2020,21:52:29,14,,
7-13-2020,21:52:29,22,,
7-13-2020,21:52:29,25,,
7-13-2020,21:52:29,10,,
7-13-2020,21:52:29,32,,
7-13-2020,21:52:29,25,,
7-13-2020,21:52:29,36,,
7-13-2020,21:52:29,36,,
7-13-2020,21:52:29,35,,
7-13-2020,21:52:30,65,,
7-13-2020,21:52:30,42,,
7-13-2020,21:52:30,41,,
7-13-2020,21:52:30,57,,
7-13-2020,21:52:30,55,,
7-13-2020,21:52:30,63,,
7-13-2020,21:52:30,63,,
7-13-2020,21:52:30,61,,
7-13-2020,21:52:30,61,,
7-13-2020,21:52:31,56,,
7-13-2020,21:52:31,67,,
7-13-2020,21:52:31,48,,
7-13-2020,21:52:31,65,,
7-13-2020,21:52:31,60,,
7-13-2020,21:52:31,67,,
7-13-2020,21:52:31,65,,
7-13-2020,21:52:31,72,,
7-13-2020,21:52:31,74,,
7-13-2020,21:52:31,62,,
7-13-2020,21:52:31,71,,
7-13-2020,21:52:32,74,,
7-13-2020,21:52:32,84,,
7-13-2020,21:52:32,77,,
7-13-2020,21:52:32,68,,
7-13-2020,21:52:32,84,,
7-13-2020,21:52:32,78,,
7-13-2020,21:52:32,75,,
7-13-2020,21:52:32,65,,
7-13-2020,21:52:32,42,,
7-13-2020,21:52:32,42,,
7-13-2020,21:52:33,50,,
7-13-2020,21:52:33,25,,
7-13-2020,21:52:33,33,,
7-13-2020,21:52:33,23,,
7-13-2020,21:52:33,63,,
7-13-2020,21:52:33,36,,
7-13-2020,21:52:33,180,,
7-13-2020,21:52:33,134,,
7-13-2020,21:52:33,64,,
7-13-2020,21:52:34,215,,
7-13-2020,21:52:34,62,,
7-13-2020,21:52:34,298,,
7-13-2020,21:52:34,172,,
7-13-2020,21:52:34,36,,
7-13-2020,21:52:34,254,,
7-13-2020,21:52:34,355,,
7-13-2020,21:52:34,227,,
7-13-2020,21:52:34,416,,
7-13-2020,21:52:34,326,,
7-13-2020,21:52:35,455,,
7-13-2020,21:52:35,397,,
7-13-2020,21:52:35,306,,
7-13-2020,21:52:35,513,,
7-13-2020,21:52:35,469,,
7-13-2020,21:52:35,672,,
7-13-2020,21:52:35,689,,
7-13-2020,21:52:35,941,,
7-13-2020,21:52:35,952,,
7-13-2020,21:52:35,893,,
7-13-2020,21:52:36,1022,,
7-13-2020,21:52:36,897,,
7-13-2020,21:52:36,1023,,
7-13-2020,21:52:36,932,,
7-13-2020,21:52:36,1023,,
7-13-2020,21:52:36,1023,,
7-13-2020,21:52:36,907,,
7-13-2020,21:52:36,1023,,
7-13-2020,21:52:36,991,,
7-13-2020,21:52:36,964,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:37,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:38,1023,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,953,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,961,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,1023,,
7-13-2020,21:52:39,943,,
7-13-2020,21:52:40,945,,
7-13-2020,21:52:40,1023,,
7-13-2020,21:52:40,1023,,
7-13-2020,21:52:40,957,,
7-13-2020,21:52:40,933,,
7-13-2020,21:52:40,918,,
7-13-2020,21:52:40,804,,
7-13-2020,21:52:40,927,,
7-13-2020,21:52:40,626,,
7-13-2020,21:52:41,674,,
7-13-2020,21:52:41,810,,
7-13-2020,21:52:41,520,,
7-13-2020,21:52:41,517,,
7-13-2020,21:52:41,520,,
7-13-2020,21:52:41,452,,
7-13-2020,21:52:41,614,,
7-13-2020,21:52:41,520,,
7-13-2020,21:52:41,520,,
7-13-2020,21:52:41,483,,
7-13-2020,21:52:41,569,,
7-13-2020,21:52:42,715,,
7-13-2020,21:52:42,708,,
7-13-2020,21:52:42,721,,
7-13-2020,21:52:42,770,,
7-13-2020,21:52:42,665,,
7-13-2020,21:52:42,672,,
7-13-2020,21:52:42,728,,
7-13-2020,21:52:42,631,,
7-13-2020,21:52:42,705,,
7-13-2020,21:52:43,607,,
7-13-2020,21:52:43,702,,
7-13-2020,21:52:43,656,,
7-13-2020,21:52:43,686,,
7-13-2020,21:52:43,687,,
7-13-2020,21:52:43,680,,
7-13-2020,21:52:43,756,,
7-13-2020,21:52:43,673,,
7-13-2020,21:52:43,593,,
7-13-2020,21:52:43,720,,
7-13-2020,21:52:43,859,,
7-13-2020,21:52:44,776,,
7-13-2020,21:52:44,758,,
7-13-2020,21:52:44,739,,
7-13-2020,21:52:44,694,,
7-13-2020,21:52:44,820,,
7-13-2020,21:52:44,767,,
7-13-2020,21:52:44,708,,
7-13-2020,21:52:44,579,,
7-13-2020,21:52:44,731,,
7-13-2020,21:52:44,634,,
7-13-2020,21:52:45,1023,,
7-13-2020,21:52:45,1023,,
7-13-2020,21:52:45,715,,
7-13-2020,21:52:45,659,,
7-13-2020,21:52:45,713,,
7-13-2020,21:52:45,580,,
7-13-2020,21:52:45,592,,
7-13-2020,21:52:45,648,,
7-13-2020,21:52:45,882,,
7-13-2020,21:52:45,718,,
7-13-2020,21:52:46,904,,
7-13-2020,21:52:46,609,,
7-13-2020,21:52:46,832,,
7-13-2020,21:52:46,740,,
7-13-2020,21:52:46,663,,
7-13-2020,21:52:46,718,,
7-13-2020,21:52:46,700,,
7-13-2020,21:52:46,903,,
7-13-2020,21:52:46,833,,
7-13-2020,21:52:46,691,,
7-13-2020,21:52:47,933,,
7-13-2020,21:52:47,876,,
7-13-2020,21:52:47,702,,
7-13-2020,21:52:47,764,,
7-13-2020,21:52:47,1023,,
7-13-2020,21:52:47,865,,
7-13-2020,21:52:47,800,,
7-13-2020,21:52:47,1023,,
7-13-2020,21:52:47,941,,
7-13-2020,21:52:47,1023,,
7-13-2020,21:52:48,858,,
7-13-2020,21:52:48,1023,,
7-13-2020,21:52:48,904,,
7-13-2020,21:52:48,1023,,
