date,time,accel_Z,accel_Y,accel_X
10-2-2020,15:51:55,15,-20,-5
10-2-2020,15:51:55,14,-21,-5
10-2-2020,15:51:55,12,-21,-7
10-2-2020,15:51:55,12,-21,-6
10-2-2020,15:51:56,13,-19,-5
10-2-2020,15:51:56,14,-19,-5
10-2-2020,15:51:56,14,-19,-4
10-2-2020,15:51:56,13,-22,-5
10-2-2020,15:51:56,44,16,-36
10-2-2020,15:51:56,144,5,-165
10-2-2020,15:51:56,81,17,-223
10-2-2020,15:51:56,-13,-80,-173
10-2-2020,15:51:56,-107,-162,-52
10-2-2020,15:51:56,-112,-282,167
10-2-2020,15:51:57,-201,-203,249
10-2-2020,15:51:57,-82,-122,101
10-2-2020,15:51:57,-67,-65,18
10-2-2020,15:51:57,4,-6,-23
10-2-2020,15:51:57,-22,-19,-107
10-2-2020,15:51:57,45,48,-70
10-2-2020,15:51:57,0,3,-73
10-2-2020,15:51:57,14,16,-44
10-2-2020,15:51:57,12,12,-45
10-2-2020,15:51:57,29,30,-55
10-2-2020,15:51:58,33,35,-82
10-2-2020,15:51:58,-2,-8,-42
10-2-2020,15:51:58,5,1,1
10-2-2020,15:51:58,14,8,49
10-2-2020,15:51:58,-11,-9,94
10-2-2020,15:51:58,-83,-86,144
10-2-2020,15:51:58,-102,-107,110
10-2-2020,15:51:58,-34,-24,83
10-2-2020,15:51:58,4,5,32
10-2-2020,15:51:58,30,33,-20
10-2-2020,15:51:59,25,28,-31
10-2-2020,15:51:59,15,19,-40
10-2-2020,15:51:59,78,82,-177
10-2-2020,15:51:59,69,72,-280
10-2-2020,15:51:59,-44,-42,-236
10-2-2020,15:51:59,-150,-145,-104
10-2-2020,15:51:59,-197,-192,185
10-2-2020,15:51:59,-196,-195,252
10-2-2020,15:51:59,-89,-86,96
10-2-2020,15:51:59,-36,-31,-22
10-2-2020,15:52:0,-5,0,-63
10-2-2020,15:52:0,34,37,-92
10-2-2020,15:52:0,10,13,-40
10-2-2020,15:52:0,-36,-33,-66
10-2-2020,15:52:0,25,22,-187
10-2-2020,15:52:0,-22,-54,-10
10-2-2020,15:52:0,-41,-63,-46
10-2-2020,15:52:0,-36,-60,-42
10-2-2020,15:52:0,-13,-11,-11
10-2-2020,15:52:0,-23,-20,-19
10-2-2020,15:52:1,-50,-47,-41
10-2-2020,15:52:1,-21,-18,-18
10-2-2020,15:52:1,-44,-40,-36
10-2-2020,15:52:1,-47,-44,-39
10-2-2020,15:52:1,-30,-26,-24
10-2-2020,15:52:1,-15,-11,-12
10-2-2020,15:52:1,-42,-39,-34
10-2-2020,15:52:1,-7,-3,-5
10-2-2020,15:52:1,-48,-44,-39
10-2-2020,15:52:1,-36,-32,-29
10-2-2020,15:52:2,-20,-16,-17
10-2-2020,15:52:2,-41,-38,-34
10-2-2020,15:52:2,-7,-19,-19
10-2-2020,15:52:2,11,-17,-11
10-2-2020,15:52:2,-24,-52,-31
10-2-2020,15:52:2,-6,-53,-37
10-2-2020,15:52:2,-25,-54,-17
10-2-2020,15:52:2,-38,-38,-42
10-2-2020,15:52:2,-9,-7,-3
10-2-2020,15:52:2,0,-45,-26
10-2-2020,15:52:3,-4,-2,-7
10-2-2020,15:52:3,-15,-12,-13
10-2-2020,15:52:3,-13,-60,-34
10-2-2020,15:52:3,19,-31,-9
10-2-2020,15:52:3,-6,-55,-28
10-2-2020,15:52:3,10,-40,-14
10-2-2020,15:52:3,2,-46,-20
10-2-2020,15:52:3,-20,-55,-33
10-2-2020,15:52:3,10,-39,-15
10-2-2020,15:52:3,11,-39,-13
10-2-2020,15:52:4,17,-34,-9
10-2-2020,15:52:4,7,-42,-16
10-2-2020,15:52:4,15,-34,-11
10-2-2020,15:52:4,20,-26,-5
10-2-2020,15:52:4,14,-35,-11
10-2-2020,15:52:4,23,-26,-4
10-2-2020,15:52:4,21,-28,-5
10-2-2020,15:52:4,21,-28,-4
10-2-2020,15:52:4,22,-28,-4
10-2-2020,15:52:4,22,-27,-4
