date,time,accel_Z,accel_Y,accel_X
1-28-2021,23:43:32,24,1,32
1-28-2021,23:43:33,26,-1,32
1-28-2021,23:43:33,27,0,38
1-28-2021,23:43:33,21,-2,31
1-28-2021,23:43:33,12,9,22
1-28-2021,23:43:33,31,0,-65
1-28-2021,23:43:34,175,189,-87
1-28-2021,23:43:34,-7,3,-218
1-28-2021,23:43:34,-179,-275,-267
1-28-2021,23:43:34,-153,-241,-192
1-28-2021,23:43:34,-72,-145,-214
1-28-2021,23:43:34,-119,-133,-150
1-28-2021,23:43:35,-302,-303,-54
1-28-2021,23:43:35,-188,-195,-243
1-28-2021,23:43:35,-24,-27,-304
1-28-2021,23:43:35,-11,-120,-80
1-28-2021,23:43:35,37,-234,-118
1-28-2021,23:43:35,-87,-144,-53
1-28-2021,23:43:36,-17,-58,-141
1-28-2021,23:43:36,21,17,-110
1-28-2021,23:43:36,38,-19,-147
1-28-2021,23:43:36,299,305,-372
1-28-2021,23:43:36,38,35,69
1-28-2021,23:43:37,-131,-127,-55
1-28-2021,23:43:37,-61,-57,-5
1-28-2021,23:43:37,-32,-28,-27
1-28-2021,23:43:37,-48,-44,-14
1-28-2021,23:43:37,-52,-48,-27
1-28-2021,23:43:38,-42,-38,-27
1-28-2021,23:43:38,-40,-37,-25
1-28-2021,23:43:38,-22,-18,-30
1-28-2021,23:43:38,-8,-4,-14
1-28-2021,23:43:39,-14,-10,-3
1-28-2021,23:43:39,-35,-31,-32
1-28-2021,23:43:39,-46,-43,2
1-28-2021,23:43:39,8,11,-18
1-28-2021,23:43:39,-71,-69,-57
1-28-2021,23:43:40,-36,-31,-37
1-28-2021,23:43:40,-25,-21,-11
1-28-2021,23:43:40,-25,-23,-21
1-28-2021,23:43:40,-35,-31,-27
1-28-2021,23:43:40,-12,-8,-6
1-28-2021,23:43:41,-3,1,-4
1-28-2021,23:43:41,-3,1,-1
1-28-2021,23:43:41,-5,-2,-2
1-28-2021,23:43:41,-25,-21,-21
1-28-2021,23:43:41,-15,-11,-11
1-28-2021,23:43:42,-7,-4,-6
1-28-2021,23:43:42,-4,0,-3
1-28-2021,23:43:42,-4,0,-4
1-28-2021,23:43:42,-8,-5,-10
1-28-2021,23:43:43,-8,-4,-8
1-28-2021,23:43:43,-15,-12,-15
1-28-2021,23:43:43,-20,-18,-18
1-28-2021,23:43:43,-16,-12,-13
1-28-2021,23:43:44,-17,-14,-15
1-28-2021,23:43:44,-19,-15,-15
1-28-2021,23:43:44,-20,-16,-16
1-28-2021,23:43:44,-15,-11,-12
1-28-2021,23:43:44,-3,1,-2
1-28-2021,23:43:45,3,7,3
1-28-2021,23:43:45,-4,0,-4
1-28-2021,23:43:45,10,13,7
1-28-2021,23:43:45,-7,-3,-7
1-28-2021,23:43:46,-26,-26,-27
1-28-2021,23:48:29,20,22,48
1-28-2021,23:48:30,14,17,44
1-28-2021,23:48:30,15,18,46
1-28-2021,23:48:30,11,14,42
1-28-2021,23:48:30,10,13,41
1-28-2021,23:48:31,17,20,47
1-28-2021,23:48:31,17,20,46
1-28-2021,23:48:31,13,16,43
1-28-2021,23:48:31,13,16,43
1-28-2021,23:48:31,11,14,41
1-28-2021,23:48:32,18,21,47
1-28-2021,23:48:32,24,27,51
1-28-2021,23:48:32,15,17,41
1-28-2021,23:48:32,11,13,41
1-28-2021,23:48:33,21,24,52
1-28-2021,23:48:33,13,17,46
1-28-2021,23:48:33,14,16,43
1-28-2021,23:48:33,6,9,37
1-28-2021,23:48:33,25,27,49
1-28-2021,23:48:34,17,19,42
1-28-2021,23:48:34,30,33,53
1-28-2021,23:48:34,24,26,47
1-28-2021,23:48:34,12,15,39
1-28-2021,23:48:35,16,18,42
1-28-2021,23:48:35,18,21,45
1-28-2021,23:48:35,13,15,40
1-28-2021,23:48:35,14,17,41
1-28-2021,23:48:36,16,19,42
1-28-2021,23:48:36,16,19,42
1-28-2021,23:48:36,14,16,41
1-28-2021,23:48:36,15,18,43
1-28-2021,23:48:36,19,22,46
1-28-2021,23:48:37,32,35,56
1-28-2021,23:48:37,12,15,40
1-28-2021,23:48:37,16,19,43
1-28-2021,23:48:37,16,19,43
1-28-2021,23:48:38,15,18,41
1-28-2021,23:48:38,20,23,44
1-28-2021,23:48:38,11,15,35
1-28-2021,23:48:38,10,13,33
1-28-2021,23:48:39,11,14,34
1-28-2021,23:48:39,13,16,34
1-28-2021,23:48:39,13,17,34
1-28-2021,23:48:39,13,16,35
1-28-2021,23:48:39,14,17,35
1-28-2021,23:48:40,14,17,36
1-28-2021,23:48:40,13,16,35
1-28-2021,23:48:40,13,16,35
1-28-2021,23:48:40,25,28,43
1-28-2021,23:48:41,12,15,34
1-28-2021,23:48:41,15,18,35
1-28-2021,23:48:41,12,15,35
1-28-2021,23:48:41,13,16,37
1-28-2021,23:48:42,15,18,37
1-28-2021,23:48:42,20,23,39
1-28-2021,23:48:42,19,22,40
1-28-2021,23:48:42,-9,-6,17
1-28-2021,23:48:42,17,20,37
1-28-2021,23:48:43,14,17,37
1-28-2021,23:48:43,13,15,36
1-28-2021,23:48:43,7,10,29
1-28-2021,23:48:43,14,18,38
1-28-2021,23:48:44,3,7,29
1-28-2021,23:48:44,18,21,41
1-28-2021,23:48:44,18,21,41
1-28-2021,23:48:44,15,18,38
1-28-2021,23:48:45,20,23,44
1-28-2021,23:48:45,14,17,39
1-28-2021,23:48:45,13,16,38
1-28-2021,23:48:45,15,18,39
