date,time,accel_Z,accel_Y,accel_X
1-29-2021,0:46:35,4,7,9
1-29-2021,0:46:36,4,7,9
1-29-2021,0:46:36,6,9,19
1-29-2021,0:46:36,43,-27,1
1-29-2021,0:46:36,39,-30,5
1-29-2021,0:46:36,41,-28,4
1-29-2021,0:46:36,39,-29,2
1-29-2021,0:46:37,39,-29,2
1-29-2021,0:46:37,39,-28,4
1-29-2021,0:46:37,38,-27,4
1-29-2021,0:46:37,38,-27,4
1-29-2021,0:46:37,40,-26,6
1-29-2021,0:46:37,14,-51,-38
1-29-2021,0:46:37,177,-73,-207
1-29-2021,0:46:38,-4,-224,-67
1-29-2021,0:46:38,-136,-294,221
1-29-2021,0:46:38,-112,-114,171
1-29-2021,0:46:38,-43,-130,-14
1-29-2021,0:46:38,25,-97,-118
1-29-2021,0:46:39,94,-29,-140
1-29-2021,0:46:39,45,47,-132
1-29-2021,0:46:39,25,27,-52
1-29-2021,0:46:39,40,41,-132
1-29-2021,0:46:39,113,113,-192
1-29-2021,0:46:39,56,-200,-164
1-29-2021,0:46:40,-33,-291,117
1-29-2021,0:46:40,-100,-179,172
1-29-2021,0:46:40,-46,-105,42
1-29-2021,0:46:40,-3,-139,-204
1-29-2021,0:46:40,76,-35,-168
1-29-2021,0:46:41,61,63,-130
1-29-2021,0:46:41,52,50,-55
1-29-2021,0:46:41,-1,-1,-34
