date,time,accel_Z,accel_Y,accel_X
8-19-2020,19:32:56,-37,24,-3
8-19-2020,19:32:56,-42,18,-9
8-19-2020,19:32:57,-39,20,-6
8-19-2020,19:32:57,-34,24,-3
8-19-2020,19:32:57,-26,32,4
8-19-2020,19:32:57,-39,21,-7
8-19-2020,19:32:57,-40,20,-8
8-19-2020,19:32:58,-37,23,-2
8-19-2020,19:32:58,-37,24,-4
8-19-2020,19:32:58,-41,26,-7
8-19-2020,19:32:58,-37,24,-1
8-19-2020,19:32:58,-29,33,8
8-19-2020,19:32:59,4,-1,11
8-19-2020,19:32:59,4,-2,7
8-19-2020,19:32:59,5,-1,4
8-19-2020,19:32:59,-1,-5,0
8-19-2020,19:32:59,-3,-7,-2
8-19-2020,19:33:0,2,-2,6
8-19-2020,19:33:0,3,-6,0
8-19-2020,19:33:0,7,-3,9
8-19-2020,19:33:0,9,0,10
8-19-2020,19:33:0,10,3,13
8-19-2020,19:33:1,11,2,12
8-19-2020,19:33:1,12,0,15
8-19-2020,19:33:1,11,1,13
8-19-2020,19:33:1,11,0,13
8-19-2020,19:33:1,14,-1,17
8-19-2020,19:33:2,13,5,14
8-19-2020,19:33:2,11,5,20
8-19-2020,19:33:2,11,9,12
8-19-2020,19:33:2,9,11,19
8-19-2020,19:33:3,10,19,3
8-19-2020,19:33:3,0,0,46
8-19-2020,19:33:3,15,89,-39
8-19-2020,19:33:3,-85,-184,-24
8-19-2020,19:33:3,-266,-191,-427
8-19-2020,19:33:4,-241,-173,-427
8-19-2020,19:33:4,-321,-244,-427
8-19-2020,19:33:4,-100,-23,-232
8-19-2020,19:33:5,-217,-152,-426
8-19-2020,19:33:5,-267,-296,-99
8-19-2020,19:33:5,36,1,87
8-19-2020,19:33:6,-18,44,34
8-19-2020,19:33:6,19,7,35
8-19-2020,19:33:6,-22,56,-6
8-19-2020,19:33:7,-111,-33,-21
8-19-2020,19:33:7,-17,-21,-30
8-19-2020,19:33:8,-17,-37,0
8-19-2020,19:33:8,-10,-67,10
8-19-2020,19:33:8,-16,-124,67
8-19-2020,19:33:9,-25,-23,-91
8-19-2020,19:33:9,-87,-9,65
8-19-2020,19:33:10,-89,-13,48
8-19-2020,19:33:10,-35,-66,58
8-19-2020,19:33:10,-30,-78,47
8-19-2020,19:33:11,-26,-76,53
8-19-2020,19:33:11,-20,-80,49
8-19-2020,19:33:12,-18,-84,46
8-19-2020,19:33:12,-14,-85,55
8-19-2020,19:33:12,-20,-88,44
8-19-2020,19:33:13,-12,-87,49
8-19-2020,19:33:13,-59,-57,44
8-19-2020,19:33:14,-76,-30,45
8-19-2020,19:33:14,-83,-21,45
8-19-2020,19:33:14,-90,-12,46
8-19-2020,19:33:15,-94,-16,49
8-19-2020,19:33:15,-94,-16,42
8-19-2020,19:33:16,-94,-16,46
8-19-2020,19:33:16,-104,-26,46
8-19-2020,19:33:17,-53,-76,65
8-19-2020,19:33:17,-45,-3,50
8-19-2020,19:33:17,-10,-30,2
8-19-2020,19:33:18,-21,-28,37
8-19-2020,19:33:18,0,-15,-2
8-19-2020,19:33:19,-4,-6,-4
8-19-2020,19:33:19,-47,32,-5
8-19-2020,19:33:20,-37,-2,-11
8-19-2020,19:33:20,-66,8,-18
8-19-2020,19:33:20,-50,22,-5
8-19-2020,19:33:21,-41,31,2
8-19-2020,19:33:21,-42,36,2
8-19-2020,19:33:22,-38,40,9
8-19-2020,19:33:22,-38,39,4
8-19-2020,19:33:23,-43,33,4
8-19-2020,19:33:23,-52,25,-6
8-19-2020,19:33:24,-63,14,-16
8-19-2020,19:33:24,-48,31,0
8-19-2020,19:33:24,-40,39,3
8-19-2020,19:33:25,-45,34,0
8-19-2020,19:33:25,-46,33,-1
8-19-2020,19:33:26,-42,37,3
