date,time,accel_X,accel_Y,accel_Z
8-16-2020,17:16:2,551,551,433
8-16-2020,17:16:2,550,551,434
8-16-2020,17:16:2,550,551,434
8-16-2020,17:16:2,-32000,292,1
8-16-2020,17:16:2,550,551,433
8-16-2020,17:16:2,551,551,434
8-16-2020,17:16:2,550,551,434
8-16-2020,17:16:3,551,551,434
8-16-2020,17:16:3,551,551,433
8-16-2020,17:16:3,550,552,434
8-16-2020,17:16:3,551,551,434
8-16-2020,17:16:3,551,551,434
8-16-2020,17:16:3,550,551,434
8-16-2020,17:16:3,550,551,433
8-16-2020,17:16:3,551,551,434
8-16-2020,17:16:3,551,551,434
8-16-2020,17:16:3,550,551,434
8-16-2020,17:16:4,551,551,434
8-16-2020,17:16:4,551,551,434
8-16-2020,17:16:4,551,551,434
8-16-2020,17:16:4,551,551,434
