date,time,accel_X,accel_Y,accel_Z
8-16-2020,17:13:6,550,551,434
8-16-2020,17:13:6,550,551,434
8-16-2020,17:13:6,550,551,434
8-16-2020,17:13:6,550,550,434
8-16-2020,17:13:6,550,551,434
8-16-2020,17:13:6,559730,9729,-19912
8-16-2020,17:13:6,550,551,433
8-16-2020,17:13:6,551,551,434
8-16-2020,17:13:6,550,550,434
8-16-2020,17:13:6,550,551,434
8-16-2020,17:13:6,551,551,434
8-16-2020,17:13:6,550,551,434
8-16-2020,17:13:7,551,551,434
8-16-2020,17:13:7,550,551,434
8-16-2020,17:13:7,550,551,434
8-16-2020,17:13:7,550,550,434
8-16-2020,17:13:7,550,551,434
8-16-2020,17:13:7,550,551,434
8-16-2020,17:13:7,550,551,434
8-16-2020,17:13:7,551,551,434
8-16-2020,17:13:7,550,551,434
8-16-2020,17:13:7,550,550,434
8-16-2020,17:13:8,551,551,434
8-16-2020,17:13:8,549,549,433
8-16-2020,17:13:8,550,551,434
8-16-2020,17:13:8,550,551,434
8-16-2020,17:13:8,550,550,433
8-16-2020,17:13:8,550,551,434
8-16-2020,17:13:8,550,551,433
8-16-2020,17:13:8,550,551,434
8-16-2020,17:13:8,550,551,434
8-16-2020,17:13:8,550,550,434
