date,time,accel_Z,accel_Y,accel_X
8-21-2020,13:29:20,-46,32,-5
8-21-2020,13:29:20,-45,33,-8
8-21-2020,13:29:21,-40,38,-2
8-21-2020,13:29:21,-55,23,-13
8-21-2020,13:29:21,-40,38,0
8-21-2020,13:29:21,-39,40,-1
8-21-2020,13:29:21,-35,39,4
8-21-2020,13:29:22,-33,41,8
8-21-2020,13:29:22,-34,41,7
8-21-2020,13:29:22,-32,38,-2
8-21-2020,13:29:22,-30,35,1
8-21-2020,13:29:22,-34,42,6
8-21-2020,13:29:23,-35,39,-9
8-21-2020,13:29:23,-30,20,-15
8-21-2020,13:29:23,-78,-1,30
8-21-2020,13:29:23,-49,28,-9
8-21-2020,13:29:23,-47,29,-14
8-21-2020,13:29:24,-47,31,-11
8-21-2020,13:29:24,-46,22,-13
8-21-2020,13:29:24,-48,28,-11
8-21-2020,13:29:24,-50,22,-11
8-21-2020,13:29:24,-52,24,-19
8-21-2020,13:29:25,-42,35,-27
8-21-2020,13:29:25,-52,23,-26
8-21-2020,13:29:25,-68,10,3
8-21-2020,13:29:25,-65,14,-10
8-21-2020,13:29:25,-64,14,-3
8-21-2020,13:29:26,-111,-33,21
8-21-2020,13:29:26,-72,6,-42
8-21-2020,13:29:26,-47,32,2
8-21-2020,13:29:26,-42,36,22
8-21-2020,13:29:27,-42,36,4
8-21-2020,13:29:27,-43,35,12
8-21-2020,13:29:27,-32,1,12
8-21-2020,13:29:27,-216,-142,-95
8-21-2020,13:29:28,-150,-72,-91
8-21-2020,13:29:28,-149,-71,-68
8-21-2020,13:29:28,-105,-27,-61
8-21-2020,13:29:28,-98,-19,48
8-21-2020,13:29:29,-79,0,83
8-21-2020,13:29:29,-77,1,84
8-21-2020,13:29:29,-51,28,134
8-21-2020,13:29:30,-58,21,127
8-21-2020,13:29:30,-71,8,168
8-21-2020,13:29:30,-75,4,144
8-21-2020,13:29:30,-49,29,147
8-21-2020,13:29:31,-65,14,187
8-21-2020,13:29:31,-72,7,167
8-21-2020,13:29:31,-83,-4,184
8-21-2020,13:29:32,-91,-12,191
8-21-2020,13:29:32,-67,13,162
8-21-2020,13:29:32,-37,42,167
8-21-2020,13:29:33,-56,23,145
8-21-2020,13:29:33,-45,34,144
8-21-2020,13:29:33,-9,70,122
8-21-2020,13:29:34,-24,55,83
8-21-2020,13:29:34,-56,23,28
8-21-2020,13:29:35,-100,-22,-73
8-21-2020,13:29:35,-170,-92,-140
8-21-2020,13:29:35,-195,-118,-172
8-21-2020,13:29:36,-223,-145,-18
8-21-2020,13:29:36,-75,3,47
8-21-2020,13:29:37,-35,43,-48
8-21-2020,13:29:37,-48,31,-18
8-21-2020,13:29:37,-51,27,9
8-21-2020,13:29:38,-39,39,13
8-21-2020,13:29:38,-34,44,19
8-21-2020,13:29:39,-40,38,9
8-21-2020,13:29:39,-42,37,-7
8-21-2020,13:29:39,-51,28,-15
8-21-2020,13:29:40,-51,27,-14
8-21-2020,13:29:40,-49,30,-11
8-21-2020,13:29:41,-54,24,-13
8-21-2020,13:29:41,-46,33,-4
8-21-2020,13:29:42,-43,36,-4
8-21-2020,13:29:42,-42,37,-2
8-21-2020,13:29:42,-42,36,0
8-21-2020,13:29:43,-41,38,5
8-21-2020,13:29:43,-40,38,5
8-21-2020,13:29:44,-39,40,9
8-21-2020,13:29:44,-39,40,6
8-21-2020,13:29:45,-39,40,7
8-21-2020,13:29:45,-39,40,4
8-21-2020,13:29:45,-39,39,6
8-21-2020,13:29:46,-36,42,13
8-21-2020,13:29:46,-39,40,13
8-21-2020,13:29:47,-36,42,0
8-21-2020,13:29:47,-39,40,10
8-21-2020,13:29:48,-39,39,8
8-21-2020,13:29:48,-39,39,7
8-21-2020,13:29:49,-40,38,5
8-21-2020,13:29:49,-43,36,-6
8-21-2020,13:29:49,-45,34,-10
8-21-2020,13:29:50,-44,34,-21
8-21-2020,13:29:50,-37,41,16
8-21-2020,13:29:51,-38,40,5
8-21-2020,13:29:51,-39,39,8
8-21-2020,13:29:52,-36,40,10
8-21-2020,13:29:52,-36,42,8
8-21-2020,13:29:53,-36,43,13
