date,time,accel_X,accel_Y,accel_Z
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,522,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:30,522,,
8-6-2020,9:58:30,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:31,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,521,,
8-6-2020,9:58:32,522,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:33,522,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:33,522,,
8-6-2020,9:58:33,522,,
8-6-2020,9:58:33,521,,
8-6-2020,9:58:34,521,,
