date,time,accel_X,accel_Y,accel_Z
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:41,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,834,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,0,,
7-14-2020,15:31:42,886,,
7-14-2020,15:31:43,972,,
7-14-2020,15:31:43,0,,
7-14-2020,15:31:43,0,,
7-14-2020,15:31:43,0,,
7-14-2020,15:31:43,0,,
7-14-2020,15:31:43,923,,
7-14-2020,15:31:43,889,,
7-14-2020,15:31:43,896,,
7-14-2020,15:31:43,0,,
7-14-2020,15:31:43,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:44,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:45,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:46,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
7-14-2020,15:31:47,0,,
