date,time,accel_Z,accel_Y,accel_X
3-22-2021,15:27:49,132,32,59
3-22-2021,15:27:49,87,-13,23
3-22-2021,15:27:49,55,-38,6
3-22-2021,15:27:50,47,-40,0
3-22-2021,15:27:50,42,-42,-6
3-22-2021,15:27:50,66,-22,11
3-22-2021,15:27:50,45,-40,5
3-22-2021,15:27:50,55,-35,10
3-22-2021,15:27:51,44,-44,3
3-22-2021,15:27:51,42,-42,-5
3-22-2021,15:27:51,53,-38,4
3-22-2021,15:27:51,133,28,62
3-22-2021,15:27:51,48,-42,0
3-22-2021,15:27:52,65,-29,15
3-22-2021,15:27:52,72,-25,29
3-22-2021,15:27:52,56,-40,21
3-22-2021,15:27:52,56,-37,11
3-22-2021,15:27:52,60,-33,7
3-22-2021,15:27:53,75,-22,22
3-22-2021,15:27:53,120,33,6
3-22-2021,15:27:53,118,-122,-245
3-22-2021,15:27:53,-81,-125,-65
3-22-2021,15:27:53,-121,-164,128
3-22-2021,15:27:54,-3,-236,-26
3-22-2021,15:27:54,54,-67,77
3-22-2021,15:27:54,71,-27,17
3-22-2021,15:27:54,54,-40,14
3-22-2021,15:27:55,51,-36,7
3-22-2021,15:27:55,49,-39,4
3-22-2021,15:27:55,63,-29,15
3-22-2021,15:27:55,49,-36,5
3-22-2021,15:27:56,40,-47,-2
3-22-2021,15:27:56,43,-47,-2
3-22-2021,15:27:56,58,-34,9
3-22-2021,15:27:56,45,-45,-1
3-22-2021,15:27:57,48,-43,1
3-22-2021,15:27:57,44,-45,-5
3-22-2021,15:27:57,55,-36,6
3-22-2021,15:27:58,51,-39,3
3-22-2021,15:27:58,71,-22,13
3-22-2021,15:27:58,54,-37,6
