date,time,accel_Z,accel_Y,accel_X
3-22-2021,16:21:26,154,55,88
3-22-2021,16:21:26,25,-54,-7
3-22-2021,16:21:26,52,-37,12
3-22-2021,16:21:26,33,-47,0
3-22-2021,16:21:26,46,-45,2
3-22-2021,16:21:27,27,-58,-9
3-22-2021,16:21:27,47,-41,3
3-22-2021,16:21:27,49,-38,11
3-22-2021,16:21:27,46,-36,10
3-22-2021,16:21:27,50,-45,0
3-22-2021,16:21:27,57,-30,-31
3-22-2021,16:21:28,-26,-41,-16
3-22-2021,16:21:28,-3,-170,-9
3-22-2021,16:21:28,76,-65,-26
3-22-2021,16:21:28,47,-38,7
3-22-2021,16:21:28,50,-34,5
3-22-2021,16:21:29,50,-37,6
3-22-2021,16:21:29,57,-34,11
3-22-2021,16:21:29,42,-46,1
3-22-2021,16:21:29,79,-16,29
3-22-2021,16:21:29,54,-37,9
3-22-2021,16:21:30,62,-30,16
3-22-2021,16:21:30,59,-33,15
3-22-2021,16:21:30,58,-34,15
3-22-2021,16:21:30,58,-32,13
3-22-2021,16:21:30,58,-34,14
3-22-2021,16:21:30,58,-32,13
3-22-2021,16:21:31,57,-33,12
3-22-2021,16:21:31,59,-33,15
3-22-2021,16:21:31,59,-33,16
3-22-2021,16:21:31,64,-28,18
3-22-2021,16:21:31,45,-45,4
3-22-2021,16:21:32,62,-29,16
3-22-2021,16:21:32,60,-64,-27
3-22-2021,16:21:32,22,-43,-5
3-22-2021,16:21:32,-4,-145,-24
3-22-2021,16:21:32,40,-56,-32
3-22-2021,16:21:33,26,26,22
3-22-2021,16:21:33,14,61,-71
3-22-2021,16:21:33,24,-49,-20
