date,time,accel_Z,accel_Y,accel_X
3-22-2021,16:4:26,40,-40,0
3-22-2021,16:4:26,44,-37,4
3-22-2021,16:4:26,53,-30,9
3-22-2021,16:4:27,56,-27,12
3-22-2021,16:4:27,53,-30,8
3-22-2021,16:4:27,56,-28,10
3-22-2021,16:4:27,53,-30,9
3-22-2021,16:4:27,49,-34,6
3-22-2021,16:4:28,51,-31,8
3-22-2021,16:4:28,54,-29,10
3-22-2021,16:4:28,52,-31,9
3-22-2021,16:4:28,52,-31,8
3-22-2021,16:4:28,53,-29,10
3-22-2021,16:4:28,53,-30,9
3-22-2021,16:4:28,56,-28,11
3-22-2021,16:4:29,52,-31,8
3-22-2021,16:4:29,53,-31,9
3-22-2021,16:4:29,51,-32,8
3-22-2021,16:4:29,51,-31,9
3-22-2021,16:4:29,53,-30,9
3-22-2021,16:4:29,51,-31,9
3-22-2021,16:4:30,48,-34,7
3-22-2021,16:4:30,48,-33,7
3-22-2021,16:4:30,51,-31,8
3-22-2021,16:4:30,54,-29,10
3-22-2021,16:4:30,51,-31,9
3-22-2021,16:4:31,52,-30,9
3-22-2021,16:4:31,50,-32,7
3-22-2021,16:4:31,51,-31,8
3-22-2021,16:4:31,52,-30,10
3-22-2021,16:4:31,51,-31,8
3-22-2021,16:4:31,51,-30,8
3-22-2021,16:4:32,51,-31,8
3-22-2021,16:4:32,51,-31,9
3-22-2021,16:4:32,51,-31,9
3-22-2021,16:4:32,51,-30,9
3-22-2021,16:4:32,52,-30,9
3-22-2021,16:4:32,51,-31,9
3-22-2021,16:4:33,51,-31,9
3-22-2021,16:4:33,50,-31,8
3-22-2021,16:4:33,52,-31,9
3-22-2021,16:4:33,51,-31,9
3-22-2021,16:4:33,51,-31,9
3-22-2021,16:4:33,52,-31,9
3-22-2021,16:4:34,51,-31,8
3-22-2021,16:4:34,54,-30,10
3-22-2021,16:4:34,52,-31,10
3-22-2021,16:4:34,52,-30,9
3-22-2021,16:4:34,47,-35,5
3-22-2021,16:4:34,48,-34,7
3-22-2021,16:4:35,51,-31,8
3-22-2021,16:4:35,51,-31,9
3-22-2021,16:4:35,51,-31,8
3-22-2021,16:4:35,51,-31,7
3-22-2021,16:4:35,51,-32,7
3-22-2021,16:4:35,52,-31,8
3-22-2021,16:4:36,52,-31,9
