date,time,accel_Z,accel_Y,accel_X
3-22-2021,15:39:24,82,-11,23
3-22-2021,15:39:24,62,-31,12
3-22-2021,15:39:24,64,-30,15
3-22-2021,15:39:25,-42,-61,-58
3-22-2021,15:39:25,-98,-91,-32
3-22-2021,15:39:25,-90,-134,-4
3-22-2021,15:39:25,-19,-90,47
3-22-2021,15:39:25,-27,-131,112
3-22-2021,15:39:25,34,-96,69
3-22-2021,15:39:26,155,-1,-4
3-22-2021,15:39:26,52,-264,35
3-22-2021,15:39:26,8,-28,-77
3-22-2021,15:39:26,36,-53,-7
3-22-2021,15:39:26,60,-34,16
3-22-2021,15:39:27,59,-38,18
3-22-2021,15:39:27,53,-41,7
3-22-2021,15:39:27,65,-33,15
3-22-2021,15:39:27,72,-27,19
3-22-2021,15:39:27,74,-23,20
3-22-2021,15:39:28,53,-33,6
3-22-2021,15:39:28,64,-29,17
3-22-2021,15:39:28,34,-53,-3
3-22-2021,15:39:28,56,-36,10
3-22-2021,15:39:28,53,-37,3
3-22-2021,15:39:29,55,-36,10
3-22-2021,15:39:29,58,-33,11
3-22-2021,15:39:29,57,-33,9
3-22-2021,15:39:29,56,-36,6
3-22-2021,15:39:30,62,-30,12
3-22-2021,15:39:30,55,-35,7
3-22-2021,15:39:30,56,-34,9
3-22-2021,15:39:30,57,-35,8
3-22-2021,15:39:31,55,-35,7
3-22-2021,15:39:31,55,-36,7
3-22-2021,15:39:31,55,-35,7
3-22-2021,15:39:31,52,-37,3
3-22-2021,15:39:32,55,-35,6
3-22-2021,15:39:32,56,-34,8
3-22-2021,15:39:32,57,-33,9
3-22-2021,15:39:32,56,-34,8
3-22-2021,15:39:33,57,-33,9
3-22-2021,15:39:33,54,-35,7
