date,time,accel_Z,accel_Y,accel_X
3-22-2021,16:24:39,49,-33,5
3-22-2021,16:24:39,30,-51,-4
3-22-2021,16:24:39,38,-48,2
3-22-2021,16:24:39,43,-45,2
3-22-2021,16:24:39,61,-26,22
3-22-2021,16:24:39,57,-34,19
3-22-2021,16:24:40,52,-35,12
3-22-2021,16:24:40,53,-31,11
3-22-2021,16:24:40,55,-32,14
3-22-2021,16:24:40,43,-36,8
3-22-2021,16:24:40,67,-24,12
3-22-2021,16:24:40,-117,60,65
3-22-2021,16:24:41,33,-53,-42
3-22-2021,16:24:41,65,-10,10
3-22-2021,16:24:41,49,-37,-2
3-22-2021,16:24:41,56,-38,15
3-22-2021,16:24:41,69,-25,21
3-22-2021,16:24:41,87,-21,22
3-22-2021,16:24:42,66,-438,-54
3-22-2021,16:24:42,23,-222,-116
3-22-2021,16:24:42,11,3,-89
3-22-2021,16:24:42,-25,-62,84
3-22-2021,16:24:42,-27,-36,116
3-22-2021,16:24:43,-69,-37,100
3-22-2021,16:24:43,-76,-29,137
3-22-2021,16:24:43,-68,-24,145
3-22-2021,16:24:43,-68,-35,170
3-22-2021,16:24:43,-44,-22,168
3-22-2021,16:24:44,-39,-14,186
3-22-2021,16:24:44,-42,-14,172
3-22-2021,16:24:44,-53,-4,159
3-22-2021,16:24:44,-63,-12,154
3-22-2021,16:24:44,-67,-13,149
3-22-2021,16:24:45,-62,-14,147
3-22-2021,16:24:45,-66,-5,161
3-22-2021,16:24:45,-58,-25,154
3-22-2021,16:24:45,-73,-20,141
3-22-2021,16:24:45,-74,-26,149
3-22-2021,16:24:46,-57,-29,161
3-22-2021,16:24:46,-69,-30,157
3-22-2021,16:24:46,-71,-20,159
3-22-2021,16:24:46,-70,-21,167
3-22-2021,16:24:46,-54,-20,181
3-22-2021,16:24:47,-62,-10,167
3-22-2021,16:24:47,-54,-16,151
3-22-2021,16:24:47,-58,-9,156
3-22-2021,16:24:47,-64,-7,168
3-22-2021,16:24:48,-54,-26,161
3-22-2021,16:24:48,-52,-12,167
3-22-2021,16:24:48,-52,-18,170
3-22-2021,16:24:48,-57,-19,156
3-22-2021,16:24:48,-64,-24,152
3-22-2021,16:24:49,-42,-16,170
3-22-2021,16:24:49,-121,-92,97
3-22-2021,16:24:49,-70,-86,148
3-22-2021,16:24:49,-99,-112,108
3-22-2021,16:24:50,-95,-117,100
3-22-2021,16:24:50,-72,-102,123
3-22-2021,16:24:50,-83,-129,90
3-22-2021,16:24:50,-102,-132,104
3-22-2021,16:24:51,-100,-115,108
3-22-2021,16:24:51,-69,-89,127
3-22-2021,16:24:51,-122,-139,79
3-22-2021,16:24:51,-101,-118,106
3-22-2021,16:24:52,-125,-144,71
3-22-2021,16:24:52,-103,-120,90
3-22-2021,16:24:52,-190,-205,14
3-22-2021,16:24:52,-121,-138,90
3-22-2021,16:24:53,-114,-130,83
3-22-2021,16:24:53,-147,-160,40
3-22-2021,16:24:53,-72,-95,125
3-22-2021,16:24:53,-85,-98,128
3-22-2021,16:24:54,-68,-99,126
3-22-2021,16:24:54,-32,-87,231
3-22-2021,16:24:54,-90,-26,167
3-22-2021,16:24:54,-83,-44,126
3-22-2021,16:24:55,-51,-44,141
3-22-2021,16:24:55,-38,6,116
3-22-2021,16:24:55,-26,20,113
3-22-2021,16:24:55,-21,38,123
3-22-2021,16:24:56,-29,48,134
3-22-2021,16:24:56,-45,47,134
3-22-2021,16:24:56,-42,31,143
3-22-2021,16:24:57,-36,34,140
3-22-2021,16:24:57,3,31,138
3-22-2021,16:24:57,-44,41,144
3-22-2021,16:24:57,-43,43,143
3-22-2021,16:24:58,-36,33,134
3-22-2021,16:24:58,-37,42,134
3-22-2021,16:24:58,-33,47,134
3-22-2021,16:24:59,-35,40,138
3-22-2021,16:24:59,-27,42,131
3-22-2021,16:24:59,-33,41,129
3-22-2021,16:24:59,-38,32,140
3-22-2021,16:25:0,-38,29,152
3-22-2021,16:25:0,-25,26,151
3-22-2021,16:25:0,-10,40,148
3-22-2021,16:25:1,-35,45,118
3-22-2021,16:25:1,-72,65,39
3-22-2021,16:25:1,-132,144,-238
3-22-2021,16:25:1,53,-255,-273
3-22-2021,16:25:2,229,-497,-237
3-22-2021,16:25:2,200,-460,-186
3-22-2021,16:25:2,260,90,-300
3-22-2021,16:25:3,18,-58,-35
3-22-2021,16:25:3,41,-43,-5
3-22-2021,16:25:3,58,-31,13
3-22-2021,16:25:4,51,-35,7
3-22-2021,16:25:4,73,-18,23
3-22-2021,16:25:4,51,-36,7
3-22-2021,16:25:5,47,-39,1
3-22-2021,16:25:5,33,-53,-7
3-22-2021,16:25:5,51,-35,7
3-22-2021,16:25:6,2,-78,-24
3-22-2021,16:25:6,44,-42,7
3-22-2021,16:25:6,55,-34,6
3-22-2021,16:25:7,39,-48,-5
3-22-2021,16:25:7,60,-29,15
3-22-2021,16:25:7,60,-32,12
3-22-2021,16:25:8,52,-36,7
3-22-2021,16:25:8,60,-34,9
3-22-2021,16:25:8,52,-38,6
3-22-2021,16:25:9,44,-45,-4
