date,time,accel_Z,accel_Y,accel_X
3-22-2021,15:37:23,279,215,395
3-22-2021,15:37:24,219,143,331
3-22-2021,15:37:24,176,147,52
3-22-2021,15:37:24,123,22,209
3-22-2021,15:37:24,107,3,189
3-22-2021,15:37:24,93,-15,169
3-22-2021,15:37:25,83,-26,154
3-22-2021,15:37:25,73,-40,136
3-22-2021,15:37:25,66,-48,126
3-22-2021,15:37:25,60,-48,159
3-22-2021,15:37:26,58,-49,142
3-22-2021,15:37:26,55,-53,129
3-22-2021,15:37:26,47,-61,115
3-22-2021,15:37:26,45,-64,109
3-22-2021,15:37:26,43,-67,107
3-22-2021,15:37:27,40,-69,103
3-22-2021,15:37:27,39,-71,100
3-22-2021,15:37:27,36,-76,93
3-22-2021,15:37:27,35,-77,91
3-22-2021,15:37:28,33,-78,92
3-22-2021,15:37:28,33,-77,92
3-22-2021,15:37:28,32,-79,90
3-22-2021,15:37:28,31,-81,85
3-22-2021,15:37:29,29,-82,84
3-22-2021,15:37:29,29,-81,87
3-22-2021,15:37:29,28,-82,86
3-22-2021,15:37:29,29,-81,87
3-22-2021,15:37:30,27,-84,81
3-22-2021,15:37:30,27,-84,82
3-22-2021,15:37:30,26,-84,84
3-22-2021,15:37:30,26,-83,85
3-22-2021,15:37:31,26,-83,85
3-22-2021,15:37:31,24,-86,80
3-22-2021,15:37:31,24,-85,80
3-22-2021,15:37:31,24,-85,84
3-22-2021,15:37:32,25,-84,84
3-22-2021,15:37:32,24,-84,84
3-22-2021,15:37:32,16,-90,71
3-22-2021,15:37:33,-68,-97,72
3-22-2021,15:37:33,-253,-117,65
3-22-2021,15:37:33,-277,-142,37
3-22-2021,15:37:33,-173,-123,54
3-22-2021,15:37:34,-107,-111,64
3-22-2021,15:37:34,-90,-106,67
3-22-2021,15:37:34,-87,-99,74
3-22-2021,15:37:35,-62,-101,66
3-22-2021,15:37:35,-71,-109,66
3-22-2021,15:37:35,-82,-116,63
3-22-2021,15:37:36,-79,-120,61
3-22-2021,15:37:36,0,-110,69
3-22-2021,15:37:36,14,-110,73
3-22-2021,15:37:36,36,-50,110
3-22-2021,15:38:1,40,-54,-3
3-22-2021,15:38:1,30,-61,-8
3-22-2021,15:38:1,40,-52,-2
3-22-2021,15:38:2,30,-61,-9
3-22-2021,15:38:2,33,-58,-6
3-22-2021,15:38:2,28,-61,-10
3-22-2021,15:38:2,24,-63,-8
